tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
27,32,18,272,275,56,50,0,0,32,253,46038,50,0,300,0,0,0,0,0,0,0,0
28,32,18,272,274,56,52,0,0,32,231,47298,50,0,300,0,0,0,0,0,0,0,0
29,30,20,271,272,58,56,0,0,30,212,48708,50,0,300,0,0,0,0,0,0,0,0
30,30,20,269,269,62,62,0,0,30,184,50075,50,0,300,0,0,0,0,0,0,0,0
31,29,21,269,267,62,66,0,0,29,154,51278,50,0,300,0,0,0,0,0,0,0,0
32,29,21,268,264,64,72,0,0,29,7358,43983,50,0,300,0,0,0,0,0,0,0,0
33,28,22,266,263,68,74,0,0,28,10505,39218,50,0,300,0,0,0,0,0,0,0,0
34,28,22,265,263,70,74,0,0,28,11963,34317,50,0,300,0,0,0,0,0,0,0,0
35,27,23,264,260,72,80,0,0,27,13977,30353,50,0,300,0,0,0,0,0,0,0,0
36,27,23,262,259,76,82,0,0,27,17456,25907,50,0,300,0,0,0,0,0,0,0,0
37,27,23,262,258,76,84,0,0,27,21130,23228,50,0,300,0,0,0,0,0,0,0,0
38,27,23,258,258,84,84,0,0,27,21992,19454,50,0,300,0,0,0,0,0,0,0,0
39,25,25,256,256,88,88,0,0,25,24152,18142,50,0,300,0,0,0,0,0,0,0,0
40,25,25,254,253,92,94,0,0,25,28793,16280,50,0,300,0,0,0,0,0,0,0,0
41,25,25,251,253,98,94,0,0,26,27891,15189,50,0,300,0,0,0,0,0,0,0,0
42,25,25,249,251,102,98,0,0,26,30722,13270,50,0,300,0,0,0,0,0,0,0,0
43,25,25,248,250,104,100,0,0,27,28956,13359,50,0,300,0,0,0,0,0,0,0,0
44,25,25,245,250,110,100,0,0,27,30425,11528,50,0,300,0,0,0,0,0,0,0,0
45,25,25,244,248,112,104,0,0,28,34827,11052,50,0,300,0,0,0,0,0,0,0,0
46,25,25,244,247,112,106,0,0,28,35683,10305,50,0,300,0,0,0,0,0,0,0,0
47,25,25,243,246,114,108,0,0,29,35815,9440,50,0,300,0,0,0,0,0,0,0,0
48,25,25,242,245,116,110,0,0,29,35864,8858,50,0,300,0,0,0,0,0,0,0,0
49,25,25,241,241,118,118,0,0,29,35822,9007,50,0,300,0,0,0,0,0,0,0,0
50,25,25,241,240,118,120,0,0,29,37445,8764,50,0,300,0,0,0,0,0,0,0,0
51,25,25,241,238,118,124,0,0,29,36478,8313,50,0,300,0,0,0,0,0,0,0,0
52,25,25,241,238,118,124,0,0,29,35358,8170,50,0,300,0,0,0,0,0,0,0,0
53,25,25,241,237,118,126,0,0,30,29274,10180,50,0,300,0,0,0,0,0,0,0,0
54,25,25,239,237,122,126,0,0,30,23992,11476,50,0,300,0,0,0,0,0,0,0,0
55,25,25,239,236,122,128,0,0,30,19674,12417,50,0,300,0,0,0,0,0,0,0,0
56,25,25,238,236,124,128,0,0,30,16415,14205,50,0,300,0,0,0,0,0,0,0,0
57,23,27,237,235,126,130,0,0,28,14162,15900,50,0,300,0,0,0,0,0,0,0,0
58,23,27,235,235,130,130,0,0,28,17262,14737,50,0,300,0,0,0,0,0,0,0,0
59,21,29,233,235,134,130,0,0,26,21180,13209,50,0,300,0,0,0,0,0,0,0,0
60,21,29,230,232,140,136,0,0,26,25837,12092,50,0,300,0,0,0,0,0,0,0,0
61,21,29,229,230,142,140,0,0,27,27076,11006,50,0,300,0,0,0,0,0,0,0,0
62,21,29,229,230,142,140,0,0,27,28679,10751,50,0,300,0,0,0,0,0,0,0,0
63,21,29,228,227,144,146,0,0,28,28441,10405,50,0,300,0,0,0,0,0,0,0,0
64,21,29,227,225,146,150,0,0,28,30471,9625,50,0,300,0,0,0,0,0,0,0,0
65,21,29,226,223,148,154,0,0,28,32265,8998,50,0,300,0,0,0,0,0,0,0,0
66,21,29,225,223,150,154,0,0,28,31587,8984,50,0,300,0,0,0,0,0,0,0,0
67,21,29,224,221,152,158,0,0,28,31847,7570,50,0,300,0,0,0,0,0,0,0,0
68,21,29,222,219,156,162,0,0,28,32521,7676,50,0,300,0,0,0,0,0,0,0,0
69,21,29,222,218,156,164,0,0,29,33727,7520,50,0,300,0,0,0,0,0,0,0,0
70,21,29,218,216,164,168,0,0,29,33167,8027,50,0,300,0,0,0,0,0,0,0,0
71,21,29,218,215,164,170,0,0,30,34503,8473,50,0,300,0,0,0,0,0,0,0,0
72,21,29,218,211,164,178,0,0,30,29122,10081,50,0,300,0,0,0,0,0,0,0,0
73,21,29,214,210,172,180,0,0,31,23840,11400,50,0,300,0,0,0,0,0,0,0,0
74,21,29,214,210,172,180,0,0,31,19272,13162,50,0,300,0,0,0,0,0,0,0,0
75,21,29,214,210,172,180,0,0,31,15181,14202,50,0,300,0,0,0,0,0,0,0,0
76,21,29,213,210,174,180,0,0,31,13340,15621,50,0,300,0,0,0,0,0,0,0,0
77,21,29,212,210,176,180,0,0,31,11489,17106,50,0,300,0,0,0,0,0,0,0,0
78,21,29,210,208,180,184,0,0,31,9176,18623,50,0,300,0,0,0,0,0,0,0,0
79,19,31,207,208,186,184,0,0,29,8375,20343,50,0,300,0,0,0,0,0,0,0,0
80,19,31,204,208,192,184,0,0,29,11425,18784,50,0,300,0,0,0,0,0,0,0,0
81,19,31,201,207,198,182,0,1,29,14009,16540,50,0,300,0,0,0,0,0,0,0,0
82,19,31,201,205,198,186,0,1,29,18142,14984,50,0,300,0,0,0,0,0,0,0,0
83,19,31,201,203,198,190,0,1,29,21157,13950,50,0,300,0,0,0,0,0,0,0,0
84,19,31,201,201,198,194,0,1,29,24156,13600,50,0,300,0,0,0,0,0,0,0,0
85,19,31,201,199,198,198,0,1,29,27007,12211,50,0,300,0,0,0,0,0,0,0,0
86,19,31,200,198,200,200,0,1,29,29225,11251,50,0,300,0,0,0,0,0,0,0,0
87,19,31,199,196,202,204,0,1,30,24564,12478,50,0,300,0,0,0,0,0,0,0,0
88,19,31,198,195,204,206,0,1,30,20651,14469,50,0,300,0,0,0,0,0,0,0,0
89,17,33,197,194,206,208,0,1,28,25307,12705,50,0,300,0,0,0,0,0,0,0,0
90,17,33,197,194,206,208,0,1,28,26706,11903,50,0,300,0,0,0,0,0,0,0,0
91,17,33,194,193,212,210,0,1,28,30013,11876,50,0,300,0,0,0,0,0,0,0,0
92,17,33,193,193,210,210,1,1,28,31046,10718,50,0,300,0,0,0,0,0,0,0,0
93,17,33,190,192,216,212,1,1,29,31269,10241,50,0,300,0,0,0,0,0,0,0,0
94,17,33,190,192,216,212,1,1,29,32534,10360,50,0,300,0,0,0,0,0,0,0,0
95,17,33,190,190,216,216,1,1,29,34847,9492,50,0,300,0,0,0,0,0,0,0,0
96,17,33,190,187,216,222,1,1,29,33166,9191,50,0,300,0,0,0,0,0,0,0,0
97,17,33,189,186,218,224,1,1,29,33140,8713,50,0,300,0,0,0,0,0,0,0,0
98,17,33,188,185,220,226,1,1,29,32968,8377,50,0,300,0,0,0,0,0,0,0,0
99,17,33,186,184,224,228,1,0,30,28125,10081,50,0,300,0,0,0,0,0,1,0,0
100,17,33,185,183,226,230,1,0,30,23877,11166,50,0,300,0,0,0,0,0,1,0,0
101,17,33,184,183,228,230,1,0,31,19290,12987,50,0,300,0,0,0,0,0,1,0,0
102,17,33,183,183,230,230,1,0,31,16635,14531,50,0,300,0,0,0,0,0,1,0,0
103,17,33,181,182,234,232,1,0,31,14071,15331,50,0,300,0,0,0,0,0,1,0,0
104,17,33,179,180,238,236,1,0,31,11403,16826,50,0,300,0,0,0,0,0,1,0,0
105,16,34,179,179,238,238,1,0,30,9272,18413,50,0,300,0,0,0,0,0,1,0,0
106,16,34,179,179,238,238,1,0,30,7775,19764,50,0,300,0,0,0,0,0,1,0,0
107,15,35,178,179,240,238,1,0,29,11684,17863,50,0,300,0,0,0,0,0,1,0,0
108,15,35,177,179,242,238,1,0,29,16191,16289,50,0,300,0,0,0,0,0,1,0,0
109,15,35,176,178,244,240,1,0,29,21074,14795,50,0,300,0,0,0,0,0,1,0,0
110,15,35,174,177,248,242,1,0,29,23061,13222,50,0,300,0,0,0,0,0,1,0,0
111,15,35,174,176,248,244,1,0,29,24068,12998,50,0,300,0,0,0,0,0,1,0,0
112,15,35,174,175,248,246,1,0,29,24276,11916,50,0,300,0,0,0,0,0,1,0,0
113,15,35,174,174,248,248,1,0,29,26343,11144,50,0,300,0,0,0,0,0,1,0,0
114,15,35,171,174,254,248,1,0,29,27311,10994,50,0,300,0,0,0,0,0,1,0,0
115,15,35,170,174,256,248,1,0,30,24057,12396,50,0,300,0,0,0,0,0,1,0,0
116,15,35,170,174,256,248,1,0,30,19385,14286,50,0,300,0,0,0,0,0,1,0,0
117,14,36,168,171,260,250,1,1,29,21835,13711,50,0,300,0,0,0,0,0,1,0,0
118,14,36,165,169,266,254,1,0,29,24714,12741,50,0,300,0,0,0,0,0,2,0,0
119,14,36,164,169,268,254,1,0,29,27224,11258,50,0,300,0,0,0,0,0,2,0,0
120,14,36,164,168,268,256,1,0,29,28671,9958,50,0,300,0,0,0,0,0,2,0,0
121,14,36,164,168,268,256,1,0,30,32132,9271,50,0,300,0,0,0,0,0,2,0,0
122,14,36,160,167,276,258,1,0,30,26019,10908,50,0,300,0,0,0,0,0,2,0,0
123,14,36,159,167,278,258,1,0,30,21294,12406,50,0,300,0,0,0,0,0,2,0,0
124,14,36,157,166,282,260,1,0,30,18628,13973,50,0,300,0,0,0,0,0,2,0,0
125,12,38,157,165,282,262,1,0,28,23841,13253,50,0,300,0,0,0,0,0,2,0,0
126,12,38,156,161,284,269,1,0,28,25861,12086,50,0,300,0,0,0,0,0,2,0,0
127,12,38,151,161,294,269,1,0,29,26357,11215,50,0,300,0,0,0,0,0,2,0,0
128,12,38,150,160,296,271,1,0,29,27771,10933,50,0,300,0,0,0,0,0,2,0,0
129,12,38,149,159,298,273,1,0,29,27894,9390,50,0,300,0,0,0,0,0,2,0,0
130,12,38,149,158,298,275,1,0,29,29683,8231,50,0,300,0,0,0,0,0,2,0,0
131,12,38,149,156,293,275,2,1,30,31327,8228,50,0,300,0,0,0,0,0,2,0,0
132,12,38,148,156,295,275,2,1,30,25779,9848,50,0,300,0,0,0,0,0,2,0,0
133,12,38,147,154,297,279,2,1,31,21752,11514,50,0,300,0,0,0,0,0,2,0,0
134,12,38,147,151,293,285,3,1,31,18156,13336,50,0,300,0,0,0,0,0,2,0,0
135,11,39,145,148,297,291,3,1,30,15549,14422,50,0,300,0,0,0,0,0,2,0,0
136,11,39,144,146,299,295,3,1,30,13021,16241,50,0,300,0,0,0,0,0,2,0,0
137,10,40,142,145,303,293,3,2,29,16542,14706,50,0,300,0,0,0,0,0,2,0,0
138,10,40,141,141,305,301,3,2,29,18657,14316,50,0,300,0,0,0,0,0,2,0,0
139,9,41,140,141,307,301,3,2,28,20947,13479,50,0,300,0,0,0,0,0,2,0,0
140,9,41,140,140,307,303,3,1,28,23322,12288,50,0,300,0,0,0,0,0,3,0,0
141,9,41,140,137,307,309,3,1,29,23351,11640,49,1,300,0,0,0,0,0,3,0,1
142,9,41,140,134,307,315,3,1,29,23605,11136,49,1,300,0,0,0,0,0,3,0,2
143,9,41,139,133,309,317,3,1,30,24070,10283,49,1,300,0,0,0,0,0,3,0,3
144,9,41,138,133,311,317,3,1,30,20565,11525,49,1,300,0,0,0,0,0,3,1,3
145,8,42,136,131,315,321,3,1,29,18151,13000,49,1,300,0,0,0,0,0,3,1,4
146,8,42,133,130,321,323,3,1,29,20674,11853,49,1,300,0,0,0,0,0,3,2,4
147,6,44,131,130,321,319,4,2,27,24697,11119,49,1,300,0,0,0,0,0,3,2,5
148,6,44,131,129,321,321,4,2,27,24739,10824,49,1,300,0,0,0,0,0,3,3,5
149,6,44,130,129,323,321,4,2,28,25819,9502,49,1,300,0,0,0,0,0,3,4,5
150,6,44,129,128,325,323,4,2,28,27686,8996,49,1,300,0,0,0,0,0,3,4,6
151,6,44,127,127,329,325,4,2,28,29734,8218,49,1,300,0,0,0,0,0,3,4,7
152,6,44,126,127,331,324,4,2,28,29990,7640,49,1,300,0,0,0,0,0,3,5,7
153,6,44,125,125,333,328,4,2,28,31154,7887,49,1,300,0,0,0,0,0,3,5,8
154,6,44,124,123,335,332,4,2,28,28732,7543,49,1,300,0,0,0,0,0,3,6,8
155,6,44,123,121,337,336,4,2,29,26619,7316,49,1,300,0,0,0,0,0,3,7,8
156,6,44,122,120,339,338,4,2,29,24284,7386,49,1,300,0,0,0,0,0,3,7,9
157,6,44,122,119,335,336,5,3,30,21510,8978,49,1,300,0,0,0,0,0,3,7,10
158,6,44,122,117,335,339,5,3,30,17780,10975,49,1,300,0,0,0,0,0,3,7,11
159,5,45,119,115,341,343,5,3,29,21036,10340,49,1,300,0,0,0,0,0,3,7,12
160,5,45,117,115,345,343,4,3,29,24026,10208,49,1,300,0,0,0,1,0,3,8,12
161,5,45,117,113,345,343,4,4,29,25064,11096,49,1,300,0,0,0,1,0,3,8,13
162,5,45,116,113,347,343,4,4,29,26243,10796,49,1,300,0,0,0,1,0,3,9,13
163,5,45,115,112,349,345,4,4,29,25516,10080,49,1,300,0,0,0,1,0,3,9,14
164,5,45,114,112,351,345,4,4,29,25439,9181,49,1,300,0,0,0,1,0,3,10,14
165,5,45,114,110,351,349,4,4,30,21701,10074,48,2,300,0,0,0,1,0,3,11,15
166,5,45,113,109,349,350,5,4,30,18924,11446,48,2,300,0,0,0,1,0,3,12,16
167,3,47,113,106,349,356,5,4,28,16148,13444,48,2,300,0,0,0,1,0,3,14,16
168,3,47,113,105,349,358,5,4,28,19683,12851,48,2,300,0,0,0,1,0,3,15,17
169,2,48,113,104,349,360,5,4,27,20991,13015,48,2,300,0,0,0,1,0,3,15,19
170,2,48,110,103,355,362,5,4,27,22150,12044,48,2,300,0,0,0,1,0,3,16,20
171,2,48,108,103,357,361,5,4,28,24267,11245,48,2,300,0,0,0,1,0,3,18,20
172,2,48,108,102,357,363,5,4,28,27103,10667,48,2,300,0,0,0,1,0,3,20,20
173,2,48,107,100,359,367,5,4,29,29314,10054,48,2,300,0,0,0,1,0,3,21,21
174,2,48,106,100,361,367,5,4,29,30305,10324,48,2,300,0,0,0,1,0,3,22,22
175,2,48,106,99,361,369,5,4,30,33742,9807,48,2,300,0,0,0,1,0,3,22,24
176,2,48,104,99,365,365,5,5,30,27216,11210,48,2,300,0,0,0,1,0,3,23,25
177,2,48,103,98,367,367,5,5,30,23672,12330,48,2,300,0,0,0,1,0,3,25,25
178,2,48,103,98,367,363,5,6,30,18923,13775,46,4,300,0,0,0,1,0,3,28,26
179,1,49,103,98,367,363,4,5,29,15205,15069,46,4,293,7,0,2,2,5,4,30,28
180,1,49,103,97,367,365,4,5,29,19467,14574,46,4,279,20,1,13,2,14,4,34,28
181,1,49,103,97,367,365,4,5,29,21859,14025,46,4,247,49,4,33,2,43,4,35,31
182,1,49,103,96,366,367,4,5,29,24653,12958,46,4,227,66,7,60,2,82,4,39,31
183,1,49,103,94,366,371,4,5,30,25896,12193,46,4,192,93,15,111,2,124,4,42,32
184,1,49,101,94,370,371,4,5,30,22026,13510,46,4,164,109,27,162,2,182,4,45,33
185,0,50,100,93,372,373,4,4,28,18743,15036,46,4,140,115,45,220,2,239,5,48,34
186,0,50,98,92,372,370,5,5,28,22703,13106,45,5,108,120,72,280,2,299,5,51,36
187,0,50,96,92,376,370,5,5,28,24996,11790,43,7,89,117,94,344,2,352,5,56,38
188,0,50,94,90,376,374,6,5,28,25502,11210,43,7,66,119,115,404,2,410,5,59,42
189,0,50,93,90,378,374,6,5,28,24603,10872,42,8,47,118,135,473,2,459,5,63,46
190,0,50,93,90,378,374,6,5,28,26703,10234,42,8,40,108,152,523,3,512,5,65,52
191,0,50,92,89,380,376,6,5,28,27942,10087,42,8,33,101,166,574,3,562,5,69,56
192,0,50,90,89,380,372,7,6,28,28150,9765,42,8,28,93,179,605,5,603,7,76,57
193,0,50,89,88,382,374,7,6,28,28583,9784,40,10,26,76,198,649,5,635,7,81,62
194,0,50,89,87,382,376,7,6,28,28983,9078,38,12,20,75,205,691,5,668,7,87,68
195,0,50,89,87,382,376,7,6,29,28041,8627,37,13,14,73,213,724,7,694,8,91,77
196,0,50,89,86,382,374,7,7,29,29809,8266,37,13,14,63,223,750,8,718,10,96,85
197,0,50,88,85,384,376,7,7,29,32391,8135,38,12,13,64,223,748,15,717,18,100,93
198,0,50,87,84,386,378,7,7,29,31244,7298,36,14,13,62,225,760,19,751,18,108,99
199,0,50,87,84,386,378,7,6,29,31518,7291,35,15,13,61,226,780,21,774,20,117,105
200,0,50,87,81,386,384,7,6,29,31846,6555,33,17,12,56,232,790,22,795,23,126,113
201,0,50,86,80,383,386,8,6,30,26539,7738,34,16,12,52,236,807,24,814,24,135,120
202,0,50,86,79,383,384,8,7,30,21628,9239,33,17,11,49,240,782,32,796,35,144,128
203,0,50,86,78,383,386,8,7,28,18108,10532,32,18,11,46,243,810,32,807,36,150,140
204,0,50,86,78,383,386,8,7,28,21613,10726,32,18,11,43,246,825,32,831,36,157,151
205,0,50,86,78,383,386,8,7,28,22300,10083,32,18,11,43,246,831,34,853,36,164,162
206,0,50,86,77,383,388,8,7,28,24853,9455,30,20,10,44,246,852,35,872,35,173,173
207,0,50,86,76,379,386,9,8,29,24373,8602,29,21,10,44,246,856,38,852,44,180,187
208,0,50,85,75,381,388,9,8,29,24308,8700,27,23,10,44,246,874,37,875,43,194,196
209,0,50,84,75,383,388,9,8,29,28449,8917,27,23,10,44,246,887,39,890,45,208,205
210,0,50,83,75,385,388,9,8,29,28271,9025,26,24,9,43,248,905,39,914,45,219,218
211,0,50,81,74,389,390,9,8,29,27058,9603,25,25,9,42,249,922,39,931,46,230,232
212,0,50,81,72,381,394,11,8,29,27314,9489,24,26,9,42,249,885,50,888,59,243,245
213,0,50,81,71,381,396,11,8,29,28886,9331,26,24,9,42,249,901,51,904,60,258,254
214,0,50,81,69,381,400,11,8,29,27454,9769,25,25,9,42,249,924,50,912,62,273,264
215,0,50,80,69,383,400,11,8,29,31078,9813,23,27,9,41,250,938,52,929,60,284,280
216,0,50,79,68,381,394,12,10,29,31255,9562,23,27,9,40,251,956,52,950,60,298,293
217,0,50,76,67,387,396,12,10,30,31473,9673,24,26,9,40,251,874,74,902,75,310,307
218,0,50,75,67,389,396,12,10,30,27089,10538,24,26,9,40,251,897,73,915,76,322,321
219,0,50,74,67,391,396,12,10,28,21410,11890,23,27,9,40,251,913,73,929,75,336,334
220,0,50,74,66,391,398,12,10,28,24738,11249,26,24,9,38,253,917,75,948,75,346,348
221,0,50,74,65,391,400,11,10,28,26285,10142,26,24,9,38,253,932,75,967,75,361,357
222,0,50,74,65,383,392,13,12,28,28857,9211,25,25,9,37,254,896,87,921,89,373,370
223,0,50,74,65,383,392,13,12,29,28091,9230,25,25,9,37,254,912,85,930,90,388,380
224,0,50,74,64,383,394,13,12,29,31062,9541,26,24,9,35,256,920,87,943,90,401,391
225,0,50,73,64,385,394,13,12,30,26798,11521,23,27,9,35,256,932,85,963,90,412,407
226,0,50,72,62,386,394,13,13,30,21616,13220,24,26,9,35,256,946,86,980,90,424,421
227,0,50,72,62,386,394,13,13,28,22973,12733,23,27,9,35,256,897,98,928,104,440,432
228,0,50,72,62,386,394,13,13,28,23614,12525,23,27,9,34,257,915,97,925,108,453,446
229,0,50,72,61,386,396,13,12,28,26139,11951,23,27,9,34,257,925,96,941,110,465,461
230,0,50,72,61,386,396,12,12,28,25741,11649,22,28,9,34,257,939,97,953,111,477,477
231,0,50,70,61,390,396,12,12,28,26747,10978,24,26,9,34,257,952,96,960,114,487,493
232,0,50,70,61,390,384,12,15,28,28570,10600,24,26,9,34,257,898,111,902,129,500,506
233,0,50,70,61,390,384,12,15,28,30499,9474,24,26,9,34,257,913,111,915,128,513,519
234,0,50,70,60,390,386,12,15,28,30711,9798,25,25,9,34,257,916,113,932,127,525,532
235,0,50,68,59,394,388,12,15,29,29919,9850,25,25,9,34,257,933,113,944,127,540,542
236,0,50,68,58,394,390,12,15,29,28699,9788,24,26,9,34,257,947,114,955,128,555,553
237,0,50,68,56,394,394,12,15,29,29865,10198,25,25,9,34,257,865,132,869,151,565,568
238,0,50,67,56,396,394,12,15,29,28545,10031,24,26,9,34,257,871,134,877,151,581,578
239,0,50,66,55,398,396,12,15,30,29095,9583,21,29,9,33,258,884,133,895,146,600,588
240,0,50,65,55,400,396,12,15,30,23994,11358,21,29,8,34,258,895,133,899,148,612,605
241,0,50,64,54,402,398,12,15,31,19665,12669,21,29,8,33,259,906,135,912,146,619,627
242,0,50,64,54,402,398,12,15,31,16412,13725,19,31,8,33,259,871,143,880,156,636,641
243,0,50,63,54,404,398,12,15,30,13567,14901,19,31,8,33,259,887,141,888,158,652,656
244,0,50,63,54,404,398,12,15,30,11813,16104,21,29,8,33,259,905,141,892,157,665,672
245,0,50,63,53,404,400,12,15,29,15716,15353,21,29,8,33,259,916,141,909,157,679,687
246,0,50,63,53,404,400,12,15,29,19308,14186,22,28,8,33,259,924,141,925,158,690,704
247,0,50,63,52,396,396,14,16,29,22263,12866,23,27,8,33,259,867,155,865,173,705,716
248,0,50,62,52,398,396,14,16,29,22985,12043,22,28,8,33,259,880,155,879,171,721,728
249,0,50,61,52,400,396,14,16,30,18549,13413,18,32,8,33,259,893,156,885,172,740,741
250,0,50,60,52,402,396,14,16,30,15564,15478,20,30,8,33,259,915,156,892,172,754,757
251,0,50,60,50,401,394,14,17,30,13258,16774,20,30,8,33,259,919,159,907,171,767,774
252,0,50,60,50,401,394,14,17,30,11359,18207,24,26,8,33,259,883,169,852,185,783,784
253,0,50,59,50,403,394,14,17,28,9263,19317,25,25,8,33,259,900,169,863,186,795,797
254,0,50,57,49,407,396,14,17,28,13557,17246,25,25,8,33,259,914,170,873,186,804,813
255,0,50,56,49,409,396,14,17,28,17419,14757,26,24,8,33,259,928,169,886,187,817,824
256,0,50,55,49,411,396,14,17,28,18971,13365,25,25,8,33,259,943,168,904,184,829,837
257,0,50,54,48,413,398,14,17,27,21147,12073,26,24,8,33,259,909,176,865,195,840,850
258,0,50,54,48,413,398,14,17,27,23234,11770,26,24,8,33,259,917,177,881,195,853,861
259,0,50,54,48,413,398,14,17,27,25883,11098,26,24,8,33,259,930,176,883,198,865,873
260,0,50,54,47,413,400,14,17,27,27564,10638,27,23,8,33,259,945,173,900,198,878,883
261,0,50,54,47,413,400,14,17,27,29517,10326,29,21,8,33,259,952,172,922,196,892,890
262,0,50,54,47,400,395,17,18,27,31187,9913,31,19,8,32,260,871,191,885,209,898,903
263,0,50,53,47,402,395,17,18,28,30533,9726,29,21,8,32,260,887,190,898,208,911,911
264,0,50,51,47,406,395,17,18,28,31107,9891,26,24,8,32,260,899,190,905,209,921,925
265,0,50,51,47,406,395,17,18,28,28900,9305,26,24,8,32,260,912,189,916,207,931,939
266,0,50,49,47,398,386,20,20,28,27090,9138,25,25,8,32,260,921,191,929,205,945,950
267,0,50,49,47,398,386,20,20,28,25577,9219,24,26,8,32,260,858,208,872,217,958,963
268,0,50,48,47,400,382,20,21,28,25885,8686,24,26,8,32,260,871,207,875,219,966,981
269,0,50,48,46,400,384,20,21,29,25854,9110,24,26,8,32,260,887,206,880,221,979,994
270,0,50,47,46,402,384,20,21,29,28308,9876,23,27,8,32,260,904,205,894,218,992,1008
271,0,50,45,45,406,386,20,21,29,28073,9513,24,26,8,32,260,913,205,907,217,1001,1025
272,0,50,45,45,394,382,23,22,29,27392,8677,24,26,8,32,260,843,221,860,230,1010,1042
273,0,50,45,45,394,382,23,22,30,28441,8670,26,24,8,32,260,852,220,875,231,1023,1053
274,0,50,44,45,396,382,23,22,30,24469,10146,25,25,8,32,260,866,219,887,232,1036,1065
275,0,50,44,45,396,382,23,22,28,20201,11665,25,25,8,32,260,885,218,890,231,1047,1079
276,0,50,44,44,381,380,26,22,28,22724,10846,26,24,8,32,260,898,218,898,233,1058,1092
277,0,50,44,44,381,380,26,22,29,25629,10345,26,24,8,32,260,846,234,851,243,1071,1103
278,0,50,43,44,379,380,27,22,29,25700,9807,27,23,8,32,260,854,234,869,243,1081,1116
279,0,50,43,44,379,380,26,22,29,26499,9496,27,23,8,32,260,859,235,885,242,1096,1124
280,0,50,43,44,379,380,26,22,29,27871,9852,28,22,8,32,260,871,236,893,243,1107,1135
281,0,50,41,44,383,376,26,23,29,30763,9264,29,21,8,32,260,876,238,906,241,1119,1144
