tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
20,37,13,288,287,24,26,0,0,37,678,36743,50,0,300,0,0,0,0,0,0,0,0
21,36,14,287,287,26,26,0,0,36,537,38275,50,0,300,0,0,0,0,0,0,0,0
22,36,14,287,287,26,26,0,0,36,436,39352,50,0,300,0,0,0,0,0,0,0,0
23,36,14,287,287,26,26,0,0,36,371,40564,50,0,300,0,0,0,0,0,0,0,0
24,36,14,286,286,28,28,0,0,36,305,41671,50,0,300,0,0,0,0,0,0,0,0
25,36,14,283,286,34,28,0,0,36,258,42942,50,0,300,0,0,0,0,0,0,0,0
26,36,14,283,284,34,32,0,0,36,205,44244,50,0,300,0,0,0,0,0,0,0,0
27,35,15,282,282,36,36,0,0,35,171,45822,50,0,300,0,0,0,0,0,0,0,0
28,35,15,280,281,40,38,0,0,35,142,47133,50,0,300,0,0,0,0,0,0,0,0
29,34,16,279,278,42,44,0,0,34,130,48153,50,0,300,0,0,0,0,0,0,0,0
30,34,16,277,276,46,48,0,0,34,115,49795,50,0,300,0,0,0,0,0,0,0,0
31,33,17,277,274,46,52,0,0,33,103,51198,50,0,300,0,0,0,0,0,0,0,0
32,33,17,277,272,46,56,0,0,33,93,52995,50,0,300,0,0,0,0,0,0,0,0
33,31,19,276,272,48,56,0,0,31,88,54318,50,0,300,0,0,0,0,0,0,0,0
34,31,19,275,270,50,60,0,0,31,76,55982,50,0,300,0,0,0,0,0,0,0,0
35,29,21,275,269,50,62,0,0,29,69,57417,50,0,300,0,0,0,0,0,0,0,0
36,29,21,273,267,54,66,0,0,29,5860,49396,50,0,300,0,0,0,0,0,0,0,0
37,27,23,273,266,54,68,0,0,27,10314,43824,50,0,300,0,0,0,0,0,0,0,0
38,27,23,271,263,58,74,0,0,27,14812,38991,50,0,300,0,0,0,0,0,0,0,0
39,26,24,269,262,62,76,0,0,26,17320,34971,50,0,300,0,0,0,0,0,0,0,0
40,26,24,268,261,64,78,0,0,26,20558,30628,50,0,300,0,0,0,0,0,0,0,0
41,25,25,263,260,74,80,0,0,25,20529,27861,50,0,300,0,0,0,0,0,0,0,0
42,25,25,263,259,74,82,0,0,25,21193,25394,50,0,300,0,0,0,0,0,0,0,0
43,25,25,263,258,74,84,0,0,25,23611,22697,50,0,300,0,0,0,0,0,0,0,0
44,25,25,261,257,78,86,0,0,25,23884,21378,50,0,300,0,0,0,0,0,0,0,0
45,24,26,261,255,78,90,0,0,24,23014,20372,50,0,300,0,0,0,0,0,0,0,0
46,24,26,258,254,84,92,0,0,24,25823,18969,50,0,300,0,0,0,0,0,0,0,0
47,24,26,254,254,92,92,0,0,24,26844,16910,50,0,300,0,0,0,0,0,0,0,0
48,24,26,253,254,94,92,0,0,24,26441,15837,50,0,300,0,0,0,0,0,0,0,0
49,24,26,251,251,98,98,0,0,24,25911,15311,50,0,300,0,0,0,0,0,0,0,0
50,24,26,249,251,102,98,0,0,24,24975,13428,50,0,300,0,0,0,0,0,0,0,0
51,24,26,247,251,106,98,0,0,25,25878,13162,50,0,300,0,0,0,0,0,0,0,0
52,24,26,245,248,110,104,0,0,25,29464,12358,50,0,300,0,0,0,0,0,0,0,0
53,24,26,244,248,112,104,0,0,26,31226,12221,50,0,300,0,0,0,0,0,0,0,0
54,24,26,243,246,114,108,0,0,26,31255,11780,50,0,300,0,0,0,0,0,0,0,0
55,24,26,241,246,118,108,0,0,26,31166,11586,50,0,300,0,0,0,0,0,0,0,0
56,24,26,239,245,122,110,0,0,26,28518,11288,50,0,300,0,0,0,0,0,0,0,0
57,24,26,238,245,124,110,0,0,27,28312,11289,50,0,300,0,0,0,0,0,0,0,0
58,24,26,237,244,126,112,0,0,27,30513,10605,50,0,300,0,0,0,0,0,0,0,0
59,24,26,235,244,130,112,0,0,28,31621,10245,50,0,300,0,0,0,0,0,0,0,0
60,24,26,234,241,132,118,0,0,28,31162,10088,50,0,300,0,0,0,0,0,0,0,0
61,24,26,234,241,132,118,0,0,28,27738,10059,50,0,300,0,0,0,0,0,0,0,0
62,24,26,233,241,134,118,0,0,28,30182,10055,50,0,300,0,0,0,0,0,0,0,0
63,24,26,231,241,138,118,0,0,28,29046,10053,50,0,300,0,0,0,0,0,0,0,0
64,24,26,231,241,138,118,0,0,28,30537,9877,50,0,300,0,0,0,0,0,0,0,0
65,24,26,231,241,138,118,0,0,28,31285,10327,50,0,300,0,0,0,0,0,0,0,0
66,24,26,231,239,138,122,0,0,28,29549,9969,50,0,300,0,0,0,0,0,0,0,0
67,24,26,229,239,142,122,0,0,29,29723,10026,50,0,300,0,0,0,0,0,0,0,0
68,24,26,226,239,148,122,0,0,29,29550,9874,50,0,300,0,0,0,0,0,0,0,0
69,24,26,226,237,148,126,0,0,29,29488,9700,50,0,300,0,0,0,0,0,0,0,0
70,24,26,226,235,148,130,0,0,29,27798,9167,50,0,300,0,0,0,0,0,0,0,0
71,24,26,224,233,152,134,0,0,29,26903,9240,50,0,300,0,0,0,0,0,0,0,0
72,24,26,223,233,154,134,0,0,29,26290,9117,50,0,300,0,0,0,0,0,0,0,0
73,24,26,222,232,156,136,0,0,30,25888,9318,50,0,300,0,0,0,0,0,0,0,0
74,24,26,217,231,166,138,0,0,30,20798,10475,50,0,300,0,0,0,0,0,0,0,0
75,23,27,217,230,166,140,0,0,29,16746,11406,50,0,300,0,0,0,0,0,0,0,0
76,23,27,217,230,166,140,0,0,29,19269,10354,50,0,300,0,0,0,0,0,0,0,0
77,23,27,215,227,170,146,0,0,30,20758,10068,50,0,300,0,0,0,0,0,0,0,0
78,23,27,215,227,170,146,0,0,30,16734,11346,50,0,300,0,0,0,0,0,0,0,0
79,23,27,214,226,172,148,0,0,30,13571,12464,50,0,300,0,0,0,0,0,0,0,0
80,23,27,213,225,174,150,0,0,30,11395,13504,50,0,300,0,0,0,0,0,0,0,0
81,21,29,212,225,176,150,0,0,28,9405,14750,50,0,300,0,0,0,0,0,0,0,0
82,21,29,211,222,178,156,0,0,28,12081,13978,50,0,300,0,0,0,0,0,0,0,0
83,21,29,210,220,180,160,0,0,28,13562,13851,50,0,300,0,0,0,0,0,0,0,0
84,21,29,207,219,186,162,0,0,28,16090,13330,50,0,300,0,0,0,0,0,0,0,0
85,21,29,205,217,189,166,0,0,28,16040,12548,50,0,300,0,0,0,0,0,0,0,0
86,21,29,205,216,189,168,0,0,28,17919,12182,50,0,300,0,0,0,0,0,0,0,0
87,21,29,205,214,189,172,0,0,28,22087,12119,50,0,300,0,0,0,0,0,0,0,0
88,21,29,204,213,191,174,0,0,28,20493,11539,50,0,300,0,0,0,0,0,0,0,0
89,20,30,203,213,193,174,0,0,27,22513,11186,50,0,300,0,0,0,0,0,0,0,0
90,20,30,199,211,201,178,0,0,27,23455,10620,50,0,300,0,0,0,0,0,0,0,0
91,20,30,199,211,201,178,0,0,28,24121,10559,50,0,300,0,0,0,0,0,0,0,0
92,20,30,198,208,203,184,0,0,28,24908,10697,50,0,300,0,0,0,0,0,0,0,0
93,20,30,198,207,203,186,0,0,28,25469,10623,50,0,300,0,0,0,0,0,0,0,0
94,20,30,198,206,203,188,0,0,28,26801,10645,50,0,300,0,0,0,0,0,0,0,0
95,20,30,197,205,205,190,0,0,28,27657,9831,50,0,300,0,0,0,0,0,0,0,0
96,20,30,195,205,209,190,0,0,28,28526,9557,50,0,300,0,0,0,0,0,0,0,0
97,20,30,195,204,209,192,0,0,29,28576,9423,50,0,300,0,0,0,0,0,0,0,0
98,20,30,192,204,215,192,0,0,29,29361,9260,50,0,300,0,0,0,0,0,0,0,0
99,20,30,191,204,217,192,0,0,30,28064,8962,50,0,300,0,0,0,0,0,0,0,0
100,20,30,191,204,217,192,0,0,30,23382,9708,50,0,300,0,0,0,0,0,0,0,0
101,20,30,191,202,217,196,0,0,31,18675,10869,50,0,300,0,0,0,0,0,0,0,0
102,20,30,189,201,221,198,0,0,31,15816,11728,50,0,300,0,0,0,0,0,0,0,0
103,20,30,188,197,223,206,0,0,31,12892,13273,50,0,300,0,0,0,0,0,0,0,0
104,20,30,188,196,223,208,0,0,31,10424,14505,50,0,300,0,0,0,0,0,0,0,0
105,19,31,186,196,227,208,0,0,30,8353,15941,50,0,300,0,0,0,0,0,0,0,0
106,19,31,185,195,229,210,0,0,30,6726,17150,50,0,300,0,0,0,0,0,0,0,0
107,17,33,183,195,229,210,1,0,28,5535,18696,50,0,300,0,0,0,0,0,0,0,0
108,17,33,180,195,235,210,1,0,28,11576,17354,50,0,300,0,0,0,0,0,0,0,0
109,17,33,180,194,235,212,1,0,28,17447,17090,50,0,300,0,0,0,0,0,0,0,0
110,17,33,179,192,237,216,1,0,28,20211,15880,50,0,300,0,0,0,0,0,0,0,0
111,16,34,177,192,240,216,1,0,27,23680,14599,50,0,300,0,0,0,0,0,0,0,0
112,16,34,176,191,242,218,1,0,27,25667,14297,50,0,300,0,0,0,0,0,0,0,0
113,16,34,176,191,242,218,1,0,27,27453,13361,50,0,300,0,0,0,0,0,0,0,0
114,16,34,176,190,242,220,1,0,27,27519,11960,50,0,300,0,0,0,0,0,0,0,0
115,16,34,175,190,244,220,1,0,27,28180,11760,50,0,300,0,0,0,0,0,0,0,0
116,16,34,175,188,244,224,1,0,27,29302,11050,50,0,300,0,0,0,0,0,0,0,0
117,16,34,172,187,250,226,1,0,27,30114,10351,50,0,300,0,0,0,0,0,0,0,0
118,16,34,172,185,250,230,1,0,27,32043,10127,50,0,300,0,0,0,0,0,0,0,0
119,16,34,170,182,254,236,1,0,27,33909,10429,50,0,300,0,0,0,0,0,0,0,0
120,16,34,167,182,260,236,1,0,27,32202,10375,50,0,300,0,0,0,0,0,0,0,0
121,16,34,166,182,262,236,1,0,27,32037,10577,50,0,300,0,0,0,0,0,0,0,0
122,16,34,166,181,262,238,1,0,27,32883,10183,50,0,300,0,0,0,0,0,0,0,0
123,16,34,164,180,266,240,1,0,27,34342,10137,50,0,300,0,0,0,0,0,0,0,0
124,16,34,164,179,266,242,1,0,27,33497,9522,50,0,300,0,0,0,0,0,0,0,0
125,16,34,164,179,266,242,1,0,28,32188,8959,50,0,300,0,0,0,0,0,0,0,0
126,16,34,163,179,268,242,1,0,28,29530,8912,50,0,300,0,0,0,0,0,0,0,0
127,16,34,163,178,268,244,1,0,28,30258,9018,50,0,300,0,0,0,0,0,0,0,0
128,16,34,162,178,270,244,1,0,28,26769,8913,50,0,300,0,0,0,0,0,0,0,0
129,16,34,162,178,270,244,1,0,29,28383,8883,50,0,300,0,0,0,0,0,0,0,0
130,16,34,161,178,272,244,1,0,29,27715,8284,50,0,300,0,0,0,0,0,0,0,0
131,16,34,160,177,273,246,1,0,29,29472,8168,50,0,300,0,0,0,0,0,0,0,0
132,16,34,159,177,275,246,1,0,29,29612,7448,50,0,300,0,0,0,0,0,0,0,0
133,16,34,158,177,273,246,2,0,29,29686,7437,50,0,300,0,0,0,0,0,0,0,0
134,16,34,158,177,273,246,2,0,29,28728,8012,50,0,300,0,0,0,0,0,0,0,0
135,16,34,158,177,273,246,2,0,30,29193,8203,50,0,300,0,0,0,0,0,0,0,0
136,16,34,157,175,275,250,2,0,30,24792,9478,50,0,300,0,0,0,0,0,0,0,0
137,16,34,156,174,273,252,3,0,30,20528,10584,50,0,300,0,0,0,0,0,0,0,0
138,16,34,156,172,273,256,3,0,30,17664,11804,50,0,300,0,0,0,0,0,0,0,0
139,16,34,155,172,275,256,3,0,30,14649,13273,50,0,300,0,0,0,0,0,0,0,0
140,16,34,154,172,277,256,3,0,30,12471,14813,50,0,300,0,0,0,0,0,0,0,0
141,15,35,154,171,277,258,3,0,29,10085,16222,50,0,300,0,0,0,0,0,0,0,0
142,15,35,154,169,276,262,3,0,29,14453,15503,50,0,300,0,0,0,0,0,0,0,0
143,15,35,153,169,278,262,3,0,29,17155,14158,50,0,300,0,0,0,0,0,0,0,0
144,15,35,152,169,280,262,3,0,29,19340,13465,50,0,300,0,0,0,0,0,0,0,0
145,13,37,150,169,284,262,3,0,27,21313,12574,50,0,300,0,0,0,0,0,0,0,0
146,13,37,148,169,288,262,3,0,27,21811,12443,50,0,300,0,0,0,0,0,0,0,0
147,13,37,147,169,290,262,3,0,28,22370,12234,50,0,300,0,0,0,0,0,0,0,0
148,13,37,146,168,292,264,3,0,28,24600,11769,50,0,300,0,0,0,0,0,0,0,0
149,13,37,146,165,292,270,3,0,28,24670,11776,50,0,300,0,0,0,0,0,0,0,0
150,13,37,145,165,294,270,3,0,28,28401,11287,50,0,300,0,0,0,0,0,0,0,0
151,13,37,145,165,294,270,3,0,28,30098,11903,50,0,300,0,0,0,0,0,0,0,0
152,13,37,144,164,296,272,3,0,28,29043,11297,50,0,300,0,0,0,0,0,0,0,0
153,13,37,140,163,304,274,3,0,29,31390,10833,50,0,300,0,0,0,0,0,0,0,0
154,13,37,137,161,305,278,4,0,29,30831,10065,50,0,300,0,0,0,0,0,0,0,0
155,13,37,135,161,309,278,4,0,30,25190,11181,50,0,300,0,0,0,0,0,0,0,0
156,13,37,134,161,303,278,6,0,30,21360,12390,50,0,300,0,0,0,0,0,0,0,0
157,12,38,133,159,305,282,6,0,29,22588,12158,50,0,300,0,0,0,0,0,0,0,0
158,12,38,132,159,307,282,6,0,29,24807,11093,50,0,300,0,0,0,0,0,0,0,0
159,12,38,132,159,307,282,6,0,30,20458,12235,50,0,300,0,0,0,0,0,0,0,0
160,12,38,132,158,307,284,6,0,30,16584,13584,50,0,300,0,0,0,0,0,0,0,0
161,10,40,132,158,307,284,5,0,28,20129,12795,50,0,300,0,0,0,1,0,0,0,0
162,10,40,132,157,307,282,5,1,28,23489,12334,50,0,300,0,0,0,1,0,0,0,0
163,10,40,132,156,307,284,4,1,28,23607,11980,50,0,300,0,0,0,2,0,0,0,0
164,10,40,131,155,309,286,4,1,28,23123,11964,50,0,300,0,0,0,2,0,0,0,0
165,10,40,128,155,315,286,4,1,28,22804,11414,50,0,300,0,0,0,2,0,0,0,0
166,10,40,128,155,315,286,4,1,28,25032,10867,50,0,300,0,0,0,2,0,0,0,0
167,10,40,127,155,317,286,4,1,28,27273,10505,50,0,300,0,0,0,2,0,0,0,0
168,10,40,127,155,317,286,4,1,28,25712,10910,49,1,300,0,0,0,2,0,0,1,0
169,10,40,127,155,317,286,4,1,28,25064,10842,48,2,0,300,0,152,1,148,0,2,1
170,10,40,126,153,319,290,4,1,28,26354,9847,48,2,0,195,105,247,1,248,0,2,3
171,10,40,124,152,323,292,4,1,29,24904,9725,48,2,0,195,105,357,1,333,0,3,4
172,10,40,124,152,315,292,6,1,29,25742,9445,48,2,0,195,105,447,1,438,0,4,5
173,10,40,122,150,319,296,6,1,29,27397,9240,48,2,0,195,105,539,1,540,0,4,7
174,10,40,122,150,319,296,6,1,29,27580,9329,48,2,0,195,105,634,2,626,2,6,7
175,10,40,122,146,319,304,6,1,29,27019,9239,48,2,0,195,105,721,6,707,4,7,8
176,10,40,121,146,321,304,6,1,29,26857,9424,48,2,0,195,105,799,11,798,5,8,9
177,10,40,120,143,323,301,6,3,30,26491,9491,48,2,0,195,105,857,18,863,14,10,9
178,10,40,119,140,325,307,6,3,30,20598,10751,46,4,0,187,113,934,20,943,18,11,12
179,9,41,119,140,325,307,5,3,29,17339,11980,46,4,0,187,113,1026,23,992,24,13,14
180,9,41,118,139,327,309,5,3,29,19401,11695,45,5,0,187,113,1092,29,1044,33,16,16
181,9,41,118,138,327,311,5,3,29,20596,10933,44,6,0,187,113,1139,37,1101,40,18,20
182,9,41,117,135,325,309,6,5,29,21695,10695,41,9,0,187,113,1089,66,1079,65,22,25
183,9,41,117,135,325,309,6,4,30,17718,12092,38,12,0,187,113,1147,73,1148,70,29,30
184,9,41,116,134,327,311,6,4,30,14716,13436,36,14,0,187,113,1196,80,1211,77,38,35
185,8,42,116,133,327,313,6,4,29,15247,12944,35,15,0,181,119,1276,83,1260,84,48,40
186,8,42,115,132,329,315,6,4,29,17945,12070,34,16,0,157,143,1307,90,1323,87,55,49
187,6,44,114,131,331,304,6,7,27,21146,10930,34,16,0,139,161,1192,122,1267,109,62,58
188,6,44,114,130,331,306,6,7,27,21929,10299,33,17,0,136,164,1227,128,1310,113,74,63
189,6,44,114,130,331,306,6,7,28,24260,10300,33,17,0,129,171,1254,135,1328,121,83,71
190,6,44,114,130,331,306,6,7,28,27703,9883,29,21,0,118,182,1273,144,1360,123,90,85
191,6,44,114,129,331,303,6,8,28,27809,10194,29,21,0,112,188,1297,146,1399,127,97,99
192,6,44,114,129,331,303,6,8,28,29092,10281,28,22,0,112,188,1162,179,1293,163,107,111
193,6,44,114,127,331,307,6,8,29,29628,10151,28,22,0,112,188,1178,187,1323,168,119,121
194,6,44,114,126,331,309,6,8,29,26981,10504,25,25,0,112,188,1194,193,1349,173,131,134
195,6,44,113,125,333,311,6,8,29,27140,10346,24,26,0,112,188,1232,193,1377,175,144,147
196,6,44,110,122,335,317,7,8,29,27199,10149,23,27,0,112,188,1268,199,1391,182,162,156
197,6,44,108,122,339,317,7,8,30,26494,9933,22,28,0,111,189,1170,227,1200,232,173,173
198,6,44,107,122,341,317,7,8,30,23248,10776,22,28,0,111,189,1184,235,1216,237,187,187
199,6,44,106,122,343,317,7,8,31,20567,12307,21,29,0,111,189,1211,241,1249,238,200,203
200,6,44,105,122,345,317,7,8,31,18228,13810,20,30,0,111,189,1226,244,1275,244,212,221
201,6,44,105,122,345,317,7,8,31,14387,15057,20,30,0,111,189,1256,247,1303,248,228,235
202,6,44,105,121,345,315,7,9,31,11618,16539,21,29,0,111,189,1145,278,1165,290,242,250
203,5,45,103,118,349,321,7,9,30,10205,17745,18,32,0,111,189,1179,279,1190,292,254,270
204,5,45,103,117,349,323,7,9,30,8250,18731,19,31,0,111,189,1212,279,1207,297,270,285
205,3,47,102,115,351,327,7,9,28,11884,17683,17,33,0,111,189,1241,282,1240,300,291,297
206,3,47,101,115,353,327,7,9,28,14722,16073,16,34,0,111,189,1274,284,1261,305,313,309
207,2,48,99,112,357,333,7,9,27,16122,14722,16,34,0,109,191,1179,310,1136,342,328,328
208,2,48,98,110,359,337,7,9,27,17400,13712,17,33,0,109,191,1224,312,1153,342,338,351
209,2,48,97,108,361,341,7,9,27,18133,13079,17,33,0,109,191,1249,318,1183,342,351,371
210,2,48,96,108,363,341,7,9,27,19984,12986,19,31,0,109,191,1288,320,1214,344,368,385
211,2,48,96,108,354,341,9,9,27,21433,13329,21,29,0,109,191,1306,325,1260,344,391,391
212,2,48,95,108,356,341,8,9,27,23261,12558,21,29,0,109,191,1188,356,1171,374,400,411
213,2,48,94,103,358,351,8,9,28,25775,11956,20,30,0,109,191,1228,359,1185,380,418,423
214,2,48,93,101,360,355,8,9,28,26656,11402,20,30,0,109,191,1266,363,1217,378,436,435
215,2,48,93,100,360,357,8,9,29,26333,10817,21,29,0,109,191,1287,364,1268,379,453,447
216,2,48,93,100,360,357,8,9,29,28518,9864,24,26,0,109,191,1316,366,1282,385,467,459
217,2,48,93,100,360,352,8,10,29,29588,10012,25,25,0,108,192,1202,398,1184,415,478,473
218,2,48,93,99,360,354,8,10,29,30157,9616,24,26,0,106,194,1228,399,1194,424,486,491
219,2,48,93,99,360,354,8,10,30,28254,9159,24,26,0,106,194,1251,400,1237,427,497,506
220,2,48,92,99,362,354,8,10,30,21666,10442,24,26,0,106,194,1290,400,1275,429,506,523
221,2,48,91,99,363,354,8,10,30,17874,11782,26,24,0,106,194,1317,401,1322,430,521,532
222,2,48,91,99,363,354,8,10,30,15260,13361,23,27,0,106,194,1212,428,1217,459,533,547
223,1,49,90,98,365,356,8,10,29,12176,14508,21,29,0,106,194,1230,428,1257,461,546,563
224,1,49,89,97,367,358,8,10,29,16664,13783,21,29,0,106,194,1260,432,1285,458,562,576
225,1,49,88,97,369,358,8,10,29,18472,13279,22,28,0,106,194,1283,434,1296,464,578,588
226,1,49,87,95,371,358,8,11,29,22291,11803,22,28,0,106,194,1322,437,1315,469,594,600
227,1,49,86,95,369,358,9,11,29,22828,11356,23,27,0,106,194,1213,463,1198,502,604,617
228,1,49,85,94,371,360,9,11,29,21477,10498,23,27,0,106,194,1249,466,1211,504,624,624
229,1,49,85,94,371,360,9,11,29,22800,10359,20,30,0,106,194,1286,466,1231,506,643,635
230,1,49,85,93,371,362,9,11,29,22670,9294,19,31,0,104,196,1319,467,1261,507,659,650
231,1,49,85,92,371,364,9,11,30,22710,8952,20,30,0,103,197,1346,470,1306,504,677,662
232,1,49,85,92,371,356,9,12,30,19003,10258,19,31,0,101,199,1204,507,1182,538,692,678
233,0,50,85,92,371,356,9,12,28,15639,11487,17,33,0,99,201,1219,513,1206,538,706,697
234,0,50,85,92,371,356,9,12,28,17161,11591,14,36,0,98,202,1260,513,1228,538,725,714
235,0,50,85,92,371,356,9,12,26,19947,11445,15,35,0,97,203,1293,508,1265,535,744,730
236,0,50,85,91,371,358,9,12,26,22111,10921,18,32,0,97,203,1323,509,1289,535,763,743
237,0,50,85,89,367,361,10,12,26,24344,11035,20,30,0,94,206,1197,542,1164,565,775,761
238,0,50,85,88,367,363,9,12,26,26304,10612,21,29,0,94,206,1222,544,1181,568,790,775
239,0,50,85,85,367,369,9,12,27,24755,10493,21,29,0,93,207,1235,547,1213,569,804,790
240,0,50,85,84,367,371,9,12,27,23412,10115,21,29,0,92,208,1262,548,1242,569,817,806
241,0,50,84,84,369,367,9,13,28,24391,10053,21,29,0,90,210,1290,550,1262,569,834,818
242,0,50,84,82,369,371,9,13,28,23427,9543,20,30,0,88,212,1139,585,1185,592,852,830
243,0,50,84,81,369,373,9,13,28,24764,9925,20,30,0,87,213,1168,580,1213,593,870,842
244,0,50,80,81,377,373,9,13,28,25633,9897,19,31,0,87,213,1202,579,1232,592,890,853
245,0,50,79,81,379,373,9,13,28,26869,9060,20,30,0,81,219,1230,576,1252,592,902,871
246,0,50,79,79,379,377,9,13,28,28144,8751,23,27,0,77,223,1247,571,1283,591,913,887
247,0,50,79,79,378,377,9,13,29,26367,8527,23,27,0,76,224,1132,599,1165,622,925,902
248,0,50,77,78,382,379,9,13,29,25085,8781,22,28,0,76,224,1153,600,1171,623,944,911
249,0,50,77,76,378,379,10,14,30,20955,10173,21,29,0,75,225,1166,602,1192,623,957,927
250,0,50,77,76,378,379,10,14,30,17390,11761,24,26,0,72,228,1169,607,1223,622,969,941
251,0,50,75,75,382,381,10,14,28,14712,12831,25,25,0,70,230,1188,609,1231,623,982,953
252,0,50,75,75,378,377,11,15,28,15675,12592,27,23,0,69,231,1104,629,1151,645,992,966
253,0,50,75,75,378,377,11,15,27,18259,12210,25,25,0,67,233,1124,632,1146,649,1007,976
254,0,50,75,74,378,379,11,15,27,21242,11172,25,25,0,65,235,1136,634,1158,649,1017,991
255,0,50,75,74,378,379,11,15,25,21340,11400,25,25,0,63,237,1134,635,1183,651,1027,1006
256,0,50,75,74,378,375,11,16,25,21441,11115,23,27,0,61,239,1158,630,1196,654,1043,1017
257,0,50,73,74,382,375,11,16,26,24363,10505,22,28,0,60,240,1069,651,1087,680,1058,1030
258,0,50,73,73,382,377,11,16,26,24930,10751,23,27,0,58,242,1092,648,1105,680,1070,1045
259,0,50,72,72,384,379,11,16,27,26578,10116,22,28,0,56,244,1106,647,1117,682,1087,1056
260,0,50,72,72,384,379,11,16,27,27998,10110,23,27,0,55,245,1120,648,1137,681,1101,1069
261,0,50,71,72,386,379,11,16,28,28974,9528,24,26,0,55,245,1137,649,1150,682,1114,1082
262,0,50,69,71,390,381,11,16,28,28518,9804,24,26,0,54,246,1038,674,1061,701,1122,1100
263,0,50,69,71,390,381,11,16,28,29103,9798,26,24,0,54,246,1053,670,1078,701,1133,1113
264,0,50,68,70,392,383,11,16,28,27918,9375,27,23,0,53,247,1070,671,1094,698,1146,1123
265,0,50,68,69,392,385,11,16,29,29805,9720,28,22,0,53,247,1080,673,1108,700,1158,1133
266,0,50,67,69,386,385,13,16,29,29602,10590,29,21,0,52,248,1089,676,1127,698,1169,1143
267,0,50,67,69,386,385,13,16,30,25456,12023,28,22,0,52,248,1019,691,1015,721,1179,1155
268,0,50,67,69,386,385,13,16,30,20476,13473,29,21,0,52,248,1035,691,1033,719,1190,1165
269,0,50,66,68,388,387,13,16,28,21929,13239,28,22,0,51,249,1038,695,1048,717,1200,1177
270,0,50,66,67,384,389,14,16,28,24118,12978,29,21,0,51,249,1057,693,1061,719,1209,1189
271,0,50,65,67,386,377,14,19,29,23384,12261,29,21,0,51,249,1069,694,1075,721,1222,1197
272,0,50,64,66,388,379,14,19,29,25915,12190,29,21,0,51,249,999,712,1012,737,1236,1204
273,0,50,64,65,388,381,14,19,30,26942,11624,27,23,0,49,251,1022,711,1027,735,1251,1212
274,0,50,64,65,388,381,13,19,30,22759,12950,26,24,0,47,253,1028,712,1047,734,1260,1227
275,0,50,64,65,388,381,13,19,30,18418,14164,27,23,0,47,253,1043,709,1065,730,1268,1242
